customer_id,company_size,industry,region,customer_type,total_months_active,is_churned,latest_plan_type,avg_monthly_revenue,avg_session_duration,total_platform_uses,avg_engagement_count,engagement_rate,latest_satisfaction_score,latest_nps_score,session_duration_decay_ratio,revenue_trend_ratio,engagement_trend_ratio,outreach_volume_trend_ratio
CUST_01208,17,Finance,North America,SMB,3,0,Basic,29.0,22.25,4,0.0,0.0,7.0,23.0,0.944,1.0,0.0,0.0
CUST_01209,27,Finance,Europe,SMB,16,0,Basic,29.0,22.823529411764707,24,0.23529411764705882,0.11764705882352941,7.0,23.0,0.635,1.0,0.0,0.0
CUST_01210,26,E-commerce,North America,SMB,10,1,Basic,29.0,29.0,16,0.18181818181818182,0.0,7.0,23.0,0.586,1.0,0.0,2.75
CUST_01211,135,Education,Asia-Pacific,Mid-market,19,0,Enterprise,499.0,40.3,69,0.3,0.05,7.0,23.0,0.571,1.0,0.0,0.0
CUST_01212,31,Healthcare,Latin America,SMB,8,0,Basic,29.0,22.0,17,0.2222222222222222,0.0,7.0,22.0,0.341,1.0,0.0,2.25
CUST_01213,464,Healthcare,North America,Mid-market,9,0,Pro,199.0,30.8,32,0.3,0.15,7.0,23.0,0.568,1.0,0.0,0.0
CUST_01214,2,Healthcare,North America,SMB,3,0,Pro,99.0,21.0,3,0.0,0.0,7.0,23.0,0.429,1.0,0.0,0.0
CUST_01215,26,Technology,North America,SMB,21,0,Basic,29.0,25.363636363636363,28,0.13636363636363635,0.09090909090909091,8.0,40.0,0.591,1.0,0.0,0.0
CUST_01216,2986,Healthcare,Asia-Pacific,Enterprise,7,0,Enterprise,999.0,77.125,54,0.5,0.125,7.0,23.0,0.791,1.0,0.0,0.0
CUST_01217,44,Retail,Latin America,SMB,5,0,Basic,29.0,22.0,14,0.16666666666666666,0.0,7.0,23.0,0.523,1.0,0.0,0.0
CUST_01218,25,Education,Asia-Pacific,SMB,8,1,Pro,99.0,14.636363636363637,16,0.18181818181818182,0.0,7.0,23.0,0.581,1.0,0.0,5.5
CUST_01219,421,E-commerce,Europe,Mid-market,23,0,Enterprise,499.0,43.583333333333336,97,0.4166666666666667,0.19444444444444442,5.0,-6.0,0.493,1.0,2.571,1.2
CUST_01220,8,Education,North America,SMB,8,0,Basic,29.0,19.333333333333332,15,0.0,0.0,7.0,23.0,0.75,1.0,0.0,0.0
CUST_01221,33,Finance,North America,SMB,6,0,Basic,29.0,27.714285714285715,12,0.2857142857142857,0.14285714285714285,9.0,26.0,0.613,1.0,3.5,1.75
CUST_01222,14,Technology,Latin America,SMB,12,1,Basic,29.0,23.307692307692307,25,0.23076923076923078,0.07692307692307693,8.0,14.0,0.837,1.0,0.0,0.0
CUST_01223,906,Technology,North America,Enterprise,21,1,Enterprise,999.0,80.3076923076923,163,0.8846153846153846,0.5,7.0,23.0,0.579,1.0,1.0,0.565
CUST_01224,32,Education,North America,SMB,6,1,Enterprise,299.0,21.142857142857142,15,0.0,0.0,7.0,23.0,0.497,1.0,0.0,0.0
CUST_01225,24,Technology,North America,SMB,13,0,Basic,29.0,21.571428571428573,30,0.14285714285714285,0.07142857142857142,7.0,25.0,0.927,1.0,0.0,0.0
CUST_01226,820,E-commerce,North America,Enterprise,14,0,Basic,99.0,64.6,105,0.8,0.5,9.0,55.0,0.495,1.0,2.0,1.875
CUST_01227,248,Education,Europe,Mid-market,15,0,Basic,49.0,37.0,57,0.3125,0.15625,7.0,23.0,0.365,1.0,0.0,0.0
CUST_01228,28,Education,Latin America,SMB,1,0,Basic,29.0,16.0,2,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01229,8,Technology,Latin America,SMB,2,1,Basic,29.0,10.666666666666666,3,0.3333333333333333,0.0,7.0,23.0,0.703,1.0,0.0,1.5
CUST_01230,3674,Technology,North America,Enterprise,8,0,Pro,299.0,50.22222222222222,61,0.6666666666666666,0.3333333333333333,7.0,23.0,0.836,1.0,0.0,0.0
CUST_01231,40,Technology,North America,SMB,21,1,Basic,29.0,28.25,38,0.125,0.0,7.0,13.0,0.531,1.0,0.0,4.0
CUST_01232,181,E-commerce,North America,Mid-market,20,1,Pro,199.0,38.34782608695652,75,0.13043478260869565,0.043478260869565216,7.0,23.0,0.404,1.0,0.0,0.0
CUST_01233,372,E-commerce,Latin America,Mid-market,7,1,Pro,199.0,38.0,24,0.6,0.4,7.0,23.0,0.5,1.0,1.25,0.833
CUST_01234,3,Education,Asia-Pacific,SMB,11,1,Pro,99.0,26.5625,33,0.0625,0.0,8.0,33.0,0.621,1.0,0.0,0.0
CUST_01235,4998,E-commerce,North America,Enterprise,8,0,Enterprise,999.0,68.22222222222223,47,0.2222222222222222,0.1111111111111111,9.0,10.0,0.704,1.0,4.5,4.5
CUST_01236,42,Retail,North America,SMB,22,0,Basic,29.0,26.91304347826087,43,0.17391304347826086,0.08695652173913043,7.0,23.0,0.52,1.0,0.0,0.0
CUST_01237,4,Healthcare,North America,SMB,4,0,Basic,29.0,19.6,5,0.0,0.0,7.0,23.0,0.842,1.0,0.0,0.0
CUST_01238,443,E-commerce,North America,Mid-market,19,0,Pro,199.0,38.65,70,0.35,0.25,7.0,23.0,0.453,1.0,4.0,2.857
CUST_01239,4393,Retail,Europe,Enterprise,12,1,Pro,299.0,65.2,100,0.3333333333333333,0.26666666666666666,7.0,23.0,0.775,1.0,1.875,1.5
CUST_01240,9,Healthcare,North America,SMB,3,0,Pro,99.0,23.0,4,0.25,0.0,7.0,23.0,0.87,1.0,0.0,0.0
CUST_01241,8,Technology,Latin America,SMB,10,1,Basic,29.0,21.8,20,0.0,0.0,7.0,23.0,0.665,1.0,0.0,0.0
CUST_01242,204,Finance,Europe,Mid-market,9,0,Enterprise,499.0,36.0,37,0.3,0.2,7.0,23.0,0.792,1.0,2.5,3.333
CUST_01243,313,Finance,North America,Mid-market,15,0,Basic,49.0,38.8125,48,0.6875,0.21875,8.0,34.0,0.425,1.0,2.286,0.727
CUST_01244,15,Healthcare,Latin America,SMB,5,0,Basic,29.0,24.5,11,0.3333333333333333,0.0,7.0,23.0,0.449,1.0,0.0,0.0
CUST_01245,3489,Healthcare,North America,Enterprise,9,0,Enterprise,999.0,76.2,62,0.4,0.4,7.0,23.0,0.453,1.0,2.5,2.5
CUST_01246,46,Healthcare,Europe,SMB,19,0,Basic,29.0,24.8,32,0.2,0.075,7.0,23.0,0.464,1.0,0.0,0.0
CUST_01247,32,Education,North America,SMB,6,1,Basic,29.0,18.714285714285715,14,0.14285714285714285,0.0,7.0,23.0,0.668,1.0,0.0,3.5
CUST_01248,270,E-commerce,Asia-Pacific,Mid-market,6,1,Pro,199.0,37.285714285714285,24,0.14285714285714285,0.14285714285714285,7.0,23.0,0.738,1.0,0.0,0.0
CUST_01249,21,Finance,Europe,SMB,1,1,Basic,29.0,17.0,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01250,20,Retail,North America,SMB,17,0,Basic,29.0,26.11111111111111,39,0.2777777777777778,0.2222222222222222,7.0,23.0,0.957,1.0,0.0,0.0
CUST_01251,11,Retail,North America,SMB,16,0,Basic,29.0,28.176470588235293,24,0.11764705882352941,0.0,7.0,23.0,0.444,1.0,0.0,0.0
CUST_01252,4759,Retail,Asia-Pacific,Enterprise,23,0,Pro,299.0,66.25,162,1.0,0.5277777777777778,7.0,23.0,0.717,1.0,0.0,0.0
CUST_01253,4,Retail,North America,SMB,5,0,Basic,29.0,25.333333333333332,6,0.0,0.0,7.0,23.0,0.612,1.0,0.0,0.0
CUST_01254,38,Finance,Asia-Pacific,SMB,15,0,Basic,29.0,24.0,22,0.125,0.0,7.0,23.0,0.417,1.0,0.0,0.0
CUST_01255,489,E-commerce,Europe,Mid-market,16,0,Enterprise,499.0,39.05882352941177,65,0.6470588235294118,0.20588235294117646,7.0,23.0,0.525,1.0,0.0,0.773
CUST_01256,104,Education,North America,Mid-market,5,0,Basic,49.0,40.833333333333336,17,0.16666666666666666,0.16666666666666666,7.0,23.0,0.71,1.0,3.0,3.0
CUST_01257,1504,Retail,Europe,Enterprise,16,0,Enterprise,999.0,70.0,112,0.4117647058823529,0.29411764705882354,7.0,23.0,0.864,1.0,0.0,0.0
CUST_01258,190,Education,North America,Mid-market,13,0,Basic,49.0,45.357142857142854,38,0.7142857142857143,0.32142857142857145,8.0,20.0,0.386,1.0,0.0,0.7
CUST_01259,40,Healthcare,Europe,SMB,10,0,Basic,29.0,23.90909090909091,20,0.36363636363636365,0.18181818181818182,7.0,23.0,0.837,1.0,0.0,0.0
CUST_01260,8,Finance,North America,SMB,8,0,Pro,99.0,28.0,14,0.2222222222222222,0.1111111111111111,7.0,23.0,0.893,1.0,0.0,0.0
CUST_01261,37,Finance,Europe,SMB,15,0,Basic,29.0,25.0625,31,0.1875,0.0,8.0,33.0,0.638,1.0,0.0,0.0
CUST_01262,25,Finance,Europe,SMB,16,0,Basic,29.0,23.764705882352942,20,0.17647058823529413,0.058823529411764705,7.0,23.0,0.863,1.0,0.0,0.0
CUST_01263,45,E-commerce,Europe,SMB,11,0,Basic,29.0,23.25,17,0.25,0.08333333333333333,7.0,23.0,0.366,1.0,0.0,0.0
CUST_01264,27,E-commerce,Europe,SMB,1,0,Basic,29.0,9.5,4,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01265,289,E-commerce,Europe,Mid-market,14,0,Enterprise,499.0,42.8,56,0.3333333333333333,0.13333333333333333,7.0,23.0,0.607,1.0,0.0,1.5
CUST_01266,29,Retail,Europe,SMB,19,0,Pro,99.0,22.1,25,0.3,0.1,8.0,38.0,0.588,1.0,0.0,0.0
CUST_01267,4761,Healthcare,Europe,Enterprise,20,0,Basic,99.0,75.80952380952381,153,0.23809523809523808,0.07142857142857142,7.0,23.0,0.752,1.0,0.0,0.0
CUST_01268,12,Technology,North America,SMB,5,1,Pro,99.0,18.625,11,0.0,0.0,7.0,23.0,0.537,1.0,0.0,0.0
CUST_01269,32,Technology,Latin America,SMB,1,1,Basic,29.0,8.0,4,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01270,165,Technology,Latin America,Mid-market,20,0,Pro,199.0,39.04761904761905,69,0.47619047619047616,0.23809523809523808,7.0,23.0,0.755,1.0,1.05,2.1
CUST_01271,18,Retail,North America,SMB,8,1,Basic,29.0,25.88888888888889,14,0.2222222222222222,0.05555555555555555,7.0,23.0,0.695,1.0,4.499,4.5
CUST_01272,464,Technology,North America,Mid-market,2,0,Basic,49.0,24.0,4,0.6666666666666666,0.3333333333333333,7.0,23.0,1.062,1.0,1.5,1.5
CUST_01273,2439,Education,Europe,Enterprise,11,0,Enterprise,999.0,69.5,92,1.0833333333333333,0.513888888888889,7.0,23.0,0.367,1.0,0.973,0.462
CUST_01274,46,Finance,Europe,SMB,9,1,Enterprise,299.0,26.2,21,0.4,0.0,7.0,23.0,0.515,1.0,0.0,1.25
CUST_01275,34,E-commerce,Europe,SMB,17,0,Basic,29.0,22.22222222222222,33,0.2222222222222222,0.08333333333333333,9.0,60.0,0.517,1.0,0.0,0.0
CUST_01276,83,Healthcare,Europe,Mid-market,13,0,Pro,199.0,37.92857142857143,36,0.07142857142857142,0.07142857142857142,7.0,2.0,0.422,1.0,6.999,6.999
CUST_01277,3689,E-commerce,Europe,Enterprise,16,0,Enterprise,999.0,68.3529411764706,105,0.29411764705882354,0.11764705882352941,7.0,23.0,0.878,1.0,0.0,0.0
CUST_01278,44,Technology,Latin America,SMB,0,0,Basic,29.0,25.0,2,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01279,2592,Education,Asia-Pacific,Enterprise,18,1,Pro,299.0,74.23809523809524,151,0.5238095238095238,0.42857142857142855,7.0,7.0,0.33,1.0,1.167,0.955
CUST_01280,23,Retail,Asia-Pacific,SMB,20,0,Basic,29.0,27.19047619047619,37,0.19047619047619047,0.09523809523809523,7.0,23.0,0.662,1.0,5.249,2.625
CUST_01281,224,Healthcare,Europe,Mid-market,1,0,Pro,199.0,8.5,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01282,89,E-commerce,Asia-Pacific,Mid-market,14,0,Pro,199.0,42.0,50,0.4,0.3333333333333333,9.0,62.0,0.607,1.0,0.0,0.0
CUST_01283,16,Healthcare,Latin America,SMB,13,0,Basic,29.0,24.071428571428573,25,0.35714285714285715,0.09523809523809523,7.0,23.0,0.54,1.0,1.75,4.2
CUST_01284,49,Healthcare,Europe,SMB,17,0,Basic,29.0,22.833333333333332,41,0.16666666666666666,0.16666666666666666,7.0,23.0,0.613,1.0,0.0,0.0
CUST_01285,21,Retail,North America,SMB,2,1,Pro,99.0,14.6,3,0.8,0.0,7.0,23.0,1.027,1.0,0.0,1.25
CUST_01286,2874,Technology,Asia-Pacific,Enterprise,14,0,Enterprise,999.0,64.73333333333333,92,0.4,0.3333333333333333,7.0,23.0,0.294,1.0,1.5,2.5
CUST_01287,4023,Retail,North America,Enterprise,10,1,Enterprise,999.0,60.18181818181818,72,0.2727272727272727,0.2727272727272727,7.0,23.0,0.673,1.0,0.0,0.0
CUST_01288,4939,Technology,Latin America,Enterprise,16,1,Enterprise,999.0,60.578947368421055,127,0.5263157894736842,0.34210526315789475,10.0,66.0,0.85,1.0,1.461,0.95
CUST_01289,3456,Healthcare,Europe,Enterprise,21,0,Basic,99.0,64.4090909090909,189,0.36363636363636365,0.22727272727272727,7.0,23.0,0.66,1.0,0.0,0.0
CUST_01290,245,Healthcare,Asia-Pacific,Mid-market,6,0,Enterprise,499.0,34.857142857142854,15,0.5714285714285714,0.35714285714285715,7.0,23.0,0.689,1.0,1.4,0.875
CUST_01291,454,Finance,Latin America,Mid-market,23,0,Basic,49.0,41.416666666666664,82,0.4166666666666667,0.25,8.0,35.0,0.338,1.0,0.0,0.0
CUST_01292,346,Finance,Latin America,Mid-market,3,0,Pro,199.0,21.5,14,0.25,0.25,7.0,23.0,0.791,1.0,0.0,0.0
CUST_01293,39,Technology,North America,SMB,2,1,Basic,29.0,15.333333333333334,4,0.3333333333333333,0.0,7.0,23.0,0.913,1.0,0.0,1.5
CUST_01294,6,Technology,Europe,SMB,13,0,Basic,29.0,24.714285714285715,23,0.14285714285714285,0.14285714285714285,7.0,21.0,0.749,1.0,3.5,3.5
CUST_01295,25,E-commerce,Europe,SMB,3,0,Basic,29.0,14.5,2,0.5,0.25,7.0,23.0,0.621,1.0,0.0,0.0
CUST_01296,498,Technology,Europe,Mid-market,19,1,Basic,49.0,39.75,74,0.375,0.16666666666666666,7.0,23.0,0.792,1.0,0.0,0.0
CUST_01297,14,Healthcare,Asia-Pacific,SMB,13,0,Basic,29.0,27.142857142857142,26,0.21428571428571427,0.0,7.0,23.0,0.682,1.0,0.0,0.0
CUST_01298,17,Education,Latin America,SMB,8,0,Basic,29.0,18.88888888888889,16,0.1111111111111111,0.1111111111111111,7.0,23.0,0.556,1.0,0.0,0.0
CUST_01299,213,E-commerce,North America,Mid-market,4,0,Pro,199.0,22.6,10,0.2,0.0,7.0,23.0,0.996,1.0,0.0,0.0
CUST_01300,203,Finance,North America,Mid-market,23,1,Pro,199.0,40.214285714285715,90,0.42857142857142855,0.10714285714285714,9.0,30.0,0.783,1.0,4.666,1.167
CUST_01301,46,Education,Europe,SMB,1,0,Basic,29.0,15.0,3,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01302,393,Finance,North America,Mid-market,19,0,Basic,49.0,43.35,70,0.55,0.4,7.0,15.0,0.311,1.0,2.5,1.818
CUST_01303,4549,E-commerce,North America,Enterprise,4,1,Enterprise,999.0,57.8,33,0.4,0.2,7.0,23.0,0.458,1.0,2.5,2.5
CUST_01304,13,Retail,North America,SMB,2,0,Basic,29.0,17.666666666666668,2,0.0,0.0,7.0,23.0,0.849,1.0,0.0,0.0
CUST_01305,49,Healthcare,North America,SMB,10,0,Basic,29.0,27.545454545454547,18,0.09090909090909091,0.0,7.0,23.0,0.672,1.0,0.0,5.499
CUST_01306,29,Education,North America,SMB,4,0,Pro,99.0,22.8,6,0.0,0.0,7.0,11.0,0.833,1.0,0.0,0.0
CUST_01307,34,Education,North America,SMB,8,1,Basic,29.0,21.88888888888889,14,0.4444444444444444,0.16666666666666666,7.0,23.0,0.822,1.0,0.0,0.0
CUST_01308,43,Education,Latin America,SMB,17,0,Pro,99.0,27.27777777777778,39,0.0,0.0,7.0,23.0,0.733,1.0,0.0,0.0
CUST_01309,6,Finance,North America,SMB,4,1,Basic,29.0,19.4,8,0.2,0.0,7.0,23.0,1.057,1.0,0.0,0.0
CUST_01310,100,Finance,Europe,Mid-market,9,0,Basic,49.0,35.9,42,0.4,0.3,7.0,23.0,0.724,1.0,1.667,1.25
CUST_01311,1,E-commerce,Asia-Pacific,SMB,0,0,Basic,29.0,10.0,0,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01312,3741,E-commerce,Asia-Pacific,Enterprise,13,0,Pro,299.0,67.28571428571429,92,0.2857142857142857,0.14285714285714285,8.0,6.0,0.438,1.0,7.0,5.25
CUST_01313,41,Retail,Latin America,SMB,5,0,Pro,99.0,27.0,11,0.0,0.0,7.0,23.0,0.667,1.0,0.0,0.0
CUST_01314,2,Finance,North America,SMB,13,0,Basic,29.0,23.071428571428573,26,0.07142857142857142,0.07142857142857142,9.0,27.0,0.607,1.0,0.0,0.0
CUST_01315,11,E-commerce,Latin America,SMB,16,0,Basic,29.0,25.88235294117647,38,0.23529411764705882,0.029411764705882353,7.0,23.0,0.773,1.0,0.0,0.0
CUST_01316,4485,Retail,Latin America,Enterprise,1,1,Enterprise,999.0,27.5,6,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01317,26,Education,Europe,SMB,4,0,Basic,29.0,17.2,4,0.2,0.2,7.0,23.0,1.105,1.0,2.5,2.5
CUST_01318,19,Technology,North America,SMB,1,1,Basic,29.0,11.5,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01319,327,Education,North America,Mid-market,6,1,Enterprise,499.0,36.857142857142854,24,0.14285714285714285,0.0,7.0,23.0,0.638,1.0,0.0,3.5
CUST_01320,36,Retail,Europe,SMB,10,0,Basic,29.0,18.363636363636363,20,0.09090909090909091,0.0,7.0,23.0,0.327,1.0,0.0,0.0
CUST_01321,13,Finance,Europe,SMB,9,0,Pro,99.0,22.9,17,0.1,0.0,9.0,32.0,0.459,1.0,0.0,0.0
CUST_01322,4068,E-commerce,Asia-Pacific,Enterprise,2,0,Basic,99.0,51.666666666666664,6,1.3333333333333333,0.3333333333333333,7.0,23.0,0.871,1.0,1.5,1.5
CUST_01323,2447,Finance,Europe,Enterprise,4,0,Pro,299.0,48.0,26,1.2,0.6,7.0,23.0,0.625,1.0,1.667,1.25
CUST_01324,12,Healthcare,Asia-Pacific,SMB,12,1,Basic,29.0,25.923076923076923,26,0.07692307692307693,0.0,7.0,23.0,0.559,1.0,0.0,0.0
CUST_01325,1,Technology,Asia-Pacific,SMB,9,0,Basic,29.0,20.2,24,0.0,0.0,7.0,23.0,0.47,1.0,0.0,0.0
CUST_01326,280,Retail,Europe,Mid-market,3,1,Pro,199.0,31.25,6,0.5,0.5,7.0,23.0,1.136,1.0,2.0,2.0
CUST_01327,9,E-commerce,Asia-Pacific,SMB,13,1,Basic,29.0,25.1875,36,0.0625,0.0,7.0,23.0,0.615,1.0,0.0,0.0
CUST_01328,41,Finance,North America,SMB,12,1,Basic,29.0,24.333333333333332,32,0.13333333333333333,0.03333333333333333,7.0,23.0,0.863,1.0,0.0,0.0
CUST_01329,48,Retail,North America,SMB,2,1,Basic,29.0,14.333333333333334,5,0.3333333333333333,0.0,7.0,23.0,0.942,1.0,0.0,1.5
CUST_01330,39,Retail,Latin America,SMB,3,0,Basic,29.0,21.75,2,0.5,0.0,7.0,23.0,0.989,1.0,0.0,2.0
CUST_01331,377,Technology,Asia-Pacific,Mid-market,6,1,Basic,49.0,24.428571428571427,18,0.2857142857142857,0.2857142857142857,9.0,38.0,0.942,1.0,0.0,0.0
CUST_01332,1886,Education,North America,Enterprise,11,0,Enterprise,999.0,69.16666666666667,85,0.4166666666666667,0.16666666666666666,7.0,23.0,0.564,1.0,0.0,0.0
CUST_01333,25,Finance,Europe,SMB,7,0,Basic,29.0,27.625,8,0.125,0.0,7.0,23.0,0.326,1.0,0.0,4.0
CUST_01334,1724,Retail,Asia-Pacific,Enterprise,10,0,Enterprise,999.0,68.36363636363636,83,0.36363636363636365,0.2727272727272727,7.0,23.0,0.958,1.0,0.0,0.0
CUST_01335,134,Technology,Latin America,Mid-market,3,1,Enterprise,499.0,25.0,14,0.0,0.0,8.0,4.0,1.3,1.0,0.0,0.0
CUST_01336,22,Retail,Asia-Pacific,SMB,6,1,Enterprise,299.0,20.285714285714285,12,0.14285714285714285,0.0,7.0,23.0,0.912,1.0,0.0,0.0
CUST_01337,41,Education,Europe,SMB,13,0,Basic,29.0,23.071428571428573,27,0.5714285714285714,0.25,6.0,27.0,0.802,1.0,1.0,2.625
CUST_01338,3247,Retail,Europe,Enterprise,18,0,Pro,299.0,69.36842105263158,151,0.3684210526315789,0.23684210526315788,7.0,23.0,0.634,1.0,2.111,2.714
CUST_01339,14,E-commerce,Latin America,SMB,4,0,Enterprise,299.0,21.8,2,0.0,0.0,7.0,23.0,0.39,1.0,0.0,0.0
CUST_01340,21,Technology,North America,SMB,18,0,Pro,99.0,27.736842105263158,26,0.15789473684210525,0.05263157894736842,7.0,23.0,0.919,1.0,0.0,3.166
CUST_01341,153,Education,Europe,Mid-market,23,0,Basic,49.0,41.208333333333336,86,0.375,0.25,7.0,23.0,0.777,1.0,0.0,0.0
CUST_01342,18,Technology,North America,SMB,9,1,Basic,29.0,27.916666666666668,18,0.08333333333333333,0.0,7.0,23.0,0.591,1.0,0.0,0.0
CUST_01343,23,Finance,Europe,SMB,14,1,Basic,29.0,19.263157894736842,27,0.3157894736842105,0.10526315789473684,7.0,23.0,0.908,1.0,0.0,0.0
CUST_01344,2864,Retail,Europe,Enterprise,20,0,Enterprise,999.0,74.76190476190476,154,0.38095238095238093,0.21428571428571427,7.0,23.0,0.655,1.0,0.0,0.0
CUST_01345,15,Retail,Asia-Pacific,SMB,6,1,Basic,29.0,21.285714285714285,7,0.42857142857142855,0.2857142857142857,7.0,23.0,1.01,1.0,0.0,1.167
CUST_01346,4437,Healthcare,North America,Enterprise,6,0,Pro,299.0,84.0,45,0.2857142857142857,0.14285714285714285,7.0,23.0,0.613,1.0,0.0,1.75
CUST_01347,336,Finance,Europe,Mid-market,2,0,Pro,199.0,28.666666666666668,3,0.3333333333333333,0.3333333333333333,7.0,23.0,0.942,1.0,1.5,1.5
CUST_01348,483,Finance,Europe,Mid-market,3,1,Pro,199.0,32.75,2,0.25,0.0,7.0,23.0,0.977,1.0,0.0,2.0
CUST_01349,9,Healthcare,Asia-Pacific,SMB,0,0,Basic,29.0,9.0,0,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01350,3,E-commerce,Latin America,SMB,19,1,Basic,29.0,25.818181818181817,33,0.09090909090909091,0.0,6.0,5.0,0.329,1.0,0.0,0.0
CUST_01351,399,Technology,Latin America,Mid-market,15,0,Enterprise,499.0,38.4375,65,0.125,0.0625,7.0,23.0,0.442,1.0,0.0,0.0
CUST_01352,16,Technology,Europe,SMB,1,1,Pro,99.0,14.5,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01353,3901,Technology,North America,Enterprise,0,0,Pro,299.0,24.0,3,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01354,43,E-commerce,Europe,SMB,5,0,Basic,29.0,20.833333333333332,9,0.16666666666666666,0.0,7.0,23.0,0.816,1.0,0.0,3.0
CUST_01355,26,Technology,North America,SMB,14,1,Basic,29.0,24.57894736842105,45,0.2631578947368421,0.0,7.0,32.0,0.468,1.0,0.0,1.9
CUST_01356,6,Education,Europe,SMB,17,0,Pro,99.0,25.0,28,0.3333333333333333,0.1388888888888889,5.0,-10.0,0.42,1.0,0.0,0.0
CUST_01357,49,Retail,Asia-Pacific,SMB,0,0,Pro,99.0,9.0,0,1.0,0.0,7.0,23.0,1.0,1.0,0.0,1.0
CUST_01358,203,Healthcare,Europe,Mid-market,8,0,Basic,49.0,31.444444444444443,30,0.3333333333333333,0.3333333333333333,7.0,23.0,1.145,1.0,1.5,1.5
CUST_01359,2570,Technology,North America,Enterprise,5,0,Enterprise,999.0,63.666666666666664,33,0.0,0.0,7.0,23.0,0.683,1.0,0.0,0.0
CUST_01360,35,Retail,Latin America,SMB,22,0,Basic,29.0,27.130434782608695,47,0.17391304347826086,0.043478260869565216,7.0,25.0,0.829,1.0,0.0,0.0
CUST_01361,41,E-commerce,North America,SMB,1,0,Basic,29.0,15.0,4,0.5,0.0,7.0,23.0,1.0,1.0,0.0,1.0
CUST_01362,41,Technology,North America,SMB,6,1,Basic,29.0,18.714285714285715,17,0.14285714285714285,0.0,7.0,23.0,0.374,1.0,0.0,3.5
CUST_01363,47,Healthcare,Latin America,SMB,0,0,Basic,29.0,14.0,2,1.0,1.0,7.0,23.0,1.0,1.0,1.0,1.0
CUST_01364,41,Healthcare,Europe,SMB,15,0,Basic,29.0,22.25,34,0.125,0.0,5.0,-9.0,0.562,1.0,0.0,0.0
CUST_01365,3602,Technology,Europe,Enterprise,14,0,Enterprise,999.0,69.26666666666667,94,0.26666666666666666,0.1,7.0,23.0,0.57,1.0,0.0,0.0
CUST_01366,19,E-commerce,Europe,SMB,4,1,Basic,29.0,19.8,6,0.2,0.2,7.0,23.0,0.707,1.0,0.0,0.0
CUST_01367,22,Healthcare,Asia-Pacific,SMB,0,0,Basic,29.0,14.0,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01368,21,Retail,Europe,SMB,8,0,Pro,99.0,19.11111111111111,17,0.2222222222222222,0.1111111111111111,7.0,23.0,0.706,1.0,0.0,2.25
CUST_01369,11,Finance,North America,SMB,1,0,Pro,99.0,14.5,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01370,477,E-commerce,Europe,Mid-market,2,0,Pro,199.0,28.666666666666668,6,0.3333333333333333,0.3333333333333333,7.0,23.0,0.994,1.0,1.5,1.5
CUST_01371,11,Education,Latin America,SMB,5,0,Basic,29.0,18.5,4,0.16666666666666666,0.0,7.0,23.0,0.703,1.0,0.0,3.0
CUST_01372,305,Retail,Asia-Pacific,Mid-market,17,0,Pro,199.0,35.333333333333336,72,0.16666666666666666,0.1111111111111111,9.0,25.0,0.325,1.0,0.0,0.0
CUST_01373,24,Education,North America,SMB,10,0,Basic,29.0,24.272727272727273,26,0.09090909090909091,0.0,7.0,23.0,0.597,1.0,0.0,0.0
CUST_01374,10,Education,Asia-Pacific,SMB,0,0,Basic,29.0,17.0,1,0.0,0.0,7.0,23.0,1.0,1.0,0.0,0.0
CUST_01375,48,Retail,Europe,SMB,11,0,Pro,99.0,19.583333333333332,30,0.3333333333333333,0.08333333333333333,8.0,32.0,0.511,1.0,0.0,0.0
CUST_01376,47,E-commerce,North America,SMB,21,0,Basic,29.0,25.818181818181817,35,0.09090909090909091,0.045454545454545456,7.0,23.0,0.813,1.0,0.0,0.0
CUST_01377,52,Healthcare,Europe,Mid-market,3,0,Basic,49.0,25.75,7,0.75,0.25,7.0,23.0,0.602,1.0,0.0,0.667
CUST_01378,112,Healthcare,Asia-Pacific,Mid-market,3,0,Pro,199.0,21.0,15,0.0,0.0,7.0,23.0,1.024,1.0,0.0,0.0
CUST_01379,18,Healthcare,Latin America,SMB,5,0,Basic,29.0,25.5,4,0.16666666666666666,0.16666666666666666,7.0,23.0,0.51,1.0,0.0,0.0
